race_id,year,round,gp_name,circuit,driver,team,finish_position,is_dnf,grid_position,quali_gap_to_pole,lap_consistency_std,lap_consistency_n,tyre_deg_slope,stint_count,compound_start,air_temp,track_temp,temp_delta,is_wet,humidity,driver_recent_avg_pos,constructor_dnf_rate,circuit_type,is_street_circuit,season_phase,pit_stop_count,strategy_delta,avg_speed_trap,speed_trap_percentile,chaos_index,driver_recent_form_score,constructor_recent_form_score,track_specific_driver_score,wet_performance_score,street_circuit_score,overtake_difficulty_factor,pit_stop_efficiency,safety_car_sensitivity,quali_to_race_conversion,dnf_risk_score,avg_top_speed_last_5,straight_line_speed_percentile_last_5,avg_deg_same_compound_last_5,constructor_strategy_score,field_strength
2021_16,2021,16,Turkish Grand Prix,Istanbul,VET,Aston Martin,18,0,10,0.023254,0.9148,51,-0.112432,3,INTERMEDIATE,15.9,18.2,2.3,0,93.3,11.8,0.1,balanced,0,mid,2,-8.0,,,0.0,0.4793650793650793,0.05555555555555555,0.9047619047619048,0.4285714285714286,0.9396825396825397,0.42,-0.5138888888888888,3.066666666666667,-1.0277777777777777,0.1964,,,-0.31900666666666666,-1.5722222222222224,0.5253968253968254
2021_17,2021,17,United States Grand Prix,Austin,ALO,Alpine,21,1,19,0.030632,0.2245,40,-0.140385,4,MEDIUM,28.4,37.8,9.4,0,59.8,9.4,0.0,balanced,0,late,3,-3.0,,,0.15,0.5682539682539682,0.08444444444444445,0.0,0.6793650793650793,0.7428571428571429,0.4,-1.6944444444444444,2.1333333333333333,-2.111111111111111,0.0,,,-0.055232866666666665,-2.490277777777778,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,BOT,Mercedes,6,0,9,0.006081,0.9005,49,-0.078607,3,MEDIUM,28.4,37.8,9.4,0,59.8,4.8,0.1,balanced,0,late,2,3.0,,,0.15,0.8825396825396825,0.6122222222222222,0.9365079365079364,0.5238095238095238,0.7650793650793651,0.4,3.3472222222222223,5.133333333333334,4.361111111111111,0.0964,,,-0.0361464,3.894444444444444,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,GAS,AlphaTauri,21,1,8,0.013002,0.9503,10,-0.142964,2,MEDIUM,28.4,37.8,9.4,0,59.8,6.8,0.3,balanced,0,late,1,-3.0,,,0.15,0.5333333333333333,0.07555555555555556,0.34920634920634913,0.638095238095238,0.5777777777777777,0.4,-2.6666666666666665,1.2,-3.361111111111111,0.2091,,,-0.07154693333333334,-3.808333333333333,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,GIO,Alfa Romeo Racing,11,0,12,0.031041,0.9954,49,-0.122039,3,MEDIUM,28.4,37.8,9.4,0,59.8,13.4,0.0,balanced,0,late,2,1.0,,,0.15,0.4158730158730159,0.026666666666666665,0.38095238095238093,0.3714285714285714,0.5095238095238095,0.4,2.611111111111111,3.533333333333333,2.75,0.0,,,-0.024883800000000005,2.2541666666666664,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,HAM,Mercedes,2,0,2,0.002249,0.4789,49,0.026701,3,MEDIUM,28.4,37.8,9.4,0,59.8,2.6,0.1,balanced,0,late,2,0.0,,,0.15,0.7238095238095238,0.5522222222222222,0.9365079365079364,0.9428571428571428,0.7238095238095237,0.4,2.9583333333333335,1.2666666666666666,4.111111111111111,0.1291,,,-0.03621646666666667,3.605555555555556,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,LAT,Williams,15,0,14,0.033204,1.6811,48,0.054284,3,MEDIUM,28.4,37.8,9.4,0,59.8,14.4,0.2,balanced,0,late,2,-1.0,,,0.15,0.30158730158730157,0.015555555555555557,,0.3936507936507937,0.2857142857142857,0.4,-1.4444444444444444,3.2666666666666666,-2.1944444444444446,0.1745,,,-0.08901566666666666,-2.6222222222222222,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,LEC,Ferrari,4,0,4,0.007491,1.1064,48,0.003199,3,MEDIUM,28.4,37.8,9.4,0,59.8,7.2,0.0,balanced,0,late,2,0.0,,,0.15,0.6984126984126983,0.32888888888888884,0.5714285714285714,0.43492063492063493,0.8507936507936509,0.4,2.4722222222222223,2.7333333333333334,2.6666666666666665,0.0636,,,-0.0234792,2.209722222222222,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,MAZ,Haas F1 Team,17,0,17,0.041825,2.3908,46,0.002047,4,MEDIUM,28.4,37.8,9.4,0,59.8,18.2,0.3,balanced,0,late,3,0.0,,,0.15,0.09841269841269842,0.0,,0.16190476190476188,0.38095238095238093,0.4,-2.0694444444444446,2.1333333333333333,-2.4722222222222223,0.3418,,,-0.08081086666666666,-2.948611111111111,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,MSC,Haas F1 Team,16,0,16,0.038629,1.2708,46,-0.007083,3,MEDIUM,28.4,37.8,9.4,0,59.8,16.0,0.3,balanced,0,late,2,0.0,,,0.15,0.1587301587301587,0.0,,0.21587301587301586,0.42857142857142855,0.4,-1.7083333333333333,3.1333333333333333,-2.0,0.1855,,,-0.025066533333333328,-2.5930555555555554,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,NOR,McLaren,8,0,7,0.01044,0.4984,49,0.006476,3,MEDIUM,28.4,37.8,9.4,0,59.8,8.0,0.0,balanced,0,late,2,-1.0,,,0.15,0.7206349206349205,0.33222222222222225,0.7142857142857143,0.5206349206349207,0.7190476190476189,0.4,1.4444444444444444,3.2666666666666666,1.1111111111111112,0.0636,,,0.03342406666666666,0.6541666666666667,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,OCO,Alpine,21,1,11,0.026553,0.7818,33,0.050172,3,MEDIUM,28.4,37.8,9.4,0,59.8,10.0,0.1,balanced,0,late,2,-3.0,,,0.15,0.5365079365079365,0.05777777777777778,0.0,0.5587301587301587,0.047619047619047616,0.4,-1.7638888888888888,3.7333333333333334,-2.5555555555555554,0.0927,,,-0.0645421,-3.0805555555555557,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,PER,Red Bull Racing,3,0,3,0.002411,0.2957,48,0.056941,3,MEDIUM,28.4,37.8,9.4,0,59.8,8.8,0.1,balanced,0,late,2,0.0,,,0.15,0.726984126984127,0.5011111111111112,0.6031746031746031,0.3809523809523809,0.5619047619047619,0.4,1.8194444444444444,7.0,3.138888888888889,0.0964,,,-0.0410492,2.652777777777778,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,RAI,Alfa Romeo Racing,13,0,15,0.036605,2.7959,48,-0.079422,3,MEDIUM,28.4,37.8,9.4,0,59.8,12.6,0.0,balanced,0,late,2,2.0,,,0.15,0.473015873015873,0.022222222222222223,0.6825396825396824,0.4603174603174603,0.4476190476190476,0.4,2.4305555555555554,7.4,2.7777777777777777,0.0,,,-0.16671513333333335,2.2430555555555554,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,RIC,McLaren,5,0,6,0.009665,0.3766,49,-0.010722,3,MEDIUM,28.4,37.8,9.4,0,59.8,6.6,0.0,balanced,0,late,2,1.0,,,0.15,0.6984126984126984,0.2922222222222222,0.5079365079365079,0.7650793650793651,0.35873015873015873,0.4,1.0972222222222223,1.1333333333333333,0.7222222222222222,0.0,,,-0.03631253333333333,0.20694444444444443,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,RUS,Williams,14,0,20,0.030352,0.6831,48,-0.068532,3,MEDIUM,28.4,37.8,9.4,0,59.8,10.6,0.2,balanced,0,late,2,6.0,,,0.15,0.4825396825396825,0.012222222222222223,0.23809523809523808,0.6476190476190475,0.09523809523809523,0.4,-0.9861111111111112,4.733333333333333,-1.6666666666666667,0.1636,,,-0.08435453333333333,-2.1527777777777777,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,SAI,Ferrari,7,0,5,0.009493,0.725,49,0.008338,3,SOFT,28.4,37.8,9.4,0,59.8,6.8,0.0,balanced,0,late,2,-2.0,,,0.15,0.7492063492063491,0.3611111111111111,0.6825396825396824,0.7968253968253969,0.5365079365079365,0.4,2.1527777777777777,4.066666666666666,2.3055555555555554,0.0,,,-0.13094426666666667,1.7902777777777779,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,STR,Aston Martin,12,0,13,0.033075,0.8442,48,-0.001774,3,MEDIUM,28.4,37.8,9.4,0,59.8,11.8,0.0,balanced,0,late,2,1.0,,,0.15,0.5587301587301587,0.035555555555555556,0.41269841269841273,0.30158730158730157,0.346031746031746,0.4,-1.3611111111111112,2.8666666666666667,-2.6944444444444446,0.0636,,,-0.1042352,-3.2874999999999996,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,TSU,AlphaTauri,9,0,10,0.021612,0.3752,48,-0.042602,3,SOFT,28.4,37.8,9.4,0,59.8,12.4,0.3,balanced,0,late,2,1.0,,,0.15,0.2126984126984127,0.05333333333333333,,0.4158730158730159,0.7142857142857143,0.4,-2.814814814814815,5.133333333333334,-3.388888888888889,0.3109,,,-0.2545406,-3.826388888888889,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,VER,Red Bull Racing,1,0,1,0.0,0.4335,49,0.018324,3,MEDIUM,28.4,37.8,9.4,0,59.8,3.0,0.1,balanced,0,late,2,0.0,,,0.15,0.7714285714285715,0.5322222222222223,0.9206349206349206,0.907936507936508,0.5968253968253968,0.4,1.6111111111111112,7.333333333333333,2.8055555555555554,0.18,,,0.023511400000000002,2.280555555555556,0.5353968253968253
2021_17,2021,17,United States Grand Prix,Austin,VET,Aston Martin,10,0,18,0.025519,0.3017,48,-0.036909,3,MEDIUM,28.4,37.8,9.4,0,59.8,12.0,0.0,balanced,0,late,2,8.0,,,0.15,0.39682539682539686,0.026666666666666665,0.2857142857142857,0.4285714285714286,0.9396825396825397,0.4,-1.0972222222222223,3.066666666666667,-2.138888888888889,0.1527,,,0.005646066666666668,-2.761111111111111,0.5353968253968253
2021_18,2021,18,Mexico City Grand Prix,Mexico City,ALO,Alpine,9,0,12,0.033964,1.3493,64,-0.035523,2,MEDIUM,21.2,48.1,26.9,0,31.35,9.4,0.2,balanced,0,late,1,3.0,,,0.1,0.3682539682539682,0.04,0.0,0.6793650793650793,0.7428571428571429,0.35,-1.8333333333333333,2.1333333333333333,-2.8333333333333335,0.2309,,,-0.08130286666666667,-3.4069444444444446,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,BOT,Mercedes,15,0,1,0.0,2.2151,59,0.029936,5,MEDIUM,21.2,48.1,26.9,0,31.35,3.6,0.1,balanced,0,late,4,-14.0,,,0.1,0.8634920634920635,0.5888888888888889,0.873015873015873,0.5238095238095238,0.7650793650793651,0.35,2.1944444444444446,5.133333333333334,3.111111111111111,0.0727,,,-0.0501536,2.566666666666667,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,GAS,AlphaTauri,4,0,5,0.007657,0.3101,65,-0.012823,2,MEDIUM,21.2,48.1,26.9,0,31.35,6.8,0.4,balanced,0,late,1,1.0,,,0.1,0.34603174603174597,0.06222222222222223,0.6031746031746031,0.638095238095238,0.5777777777777777,0.35,-2.101851851851852,1.2,-2.4444444444444446,0.3273,,,-0.1016758,-2.9499999999999997,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,GIO,Alfa Romeo Racing,11,0,11,0.026649,0.3414,64,-0.094958,2,MEDIUM,21.2,48.1,26.9,0,31.35,13.0,0.0,balanced,0,late,1,0.0,,,0.1,0.453968253968254,0.017777777777777778,0.38095238095238093,0.3714285714285714,0.5095238095238095,0.35,2.25,3.533333333333333,2.8055555555555554,0.0,,,-0.056579933333333325,2.2319444444444443,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,HAM,Mercedes,2,0,2,0.001911,0.2898,65,-0.009255,2,MEDIUM,21.2,48.1,26.9,0,31.35,2.6,0.1,balanced,0,late,1,0.0,,,0.1,0.7968253968253969,0.4655555555555556,0.9523809523809524,0.9428571428571428,0.7238095238095237,0.35,0.6527777777777778,1.2666666666666666,-1.0,0.1055,,,-0.017443800000000002,-1.748611111111111,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,LAT,Williams,17,0,13,0.03797,0.2039,61,0.042243,3,MEDIUM,21.2,48.1,26.9,0,31.35,15.6,0.2,balanced,0,late,2,-4.0,,,0.1,0.2920634920634921,0.008888888888888889,,0.3936507936507937,0.2857142857142857,0.35,-0.18055555555555555,3.2666666666666666,0.0,0.14,,,-0.04731866666666667,-0.5347222222222222,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,LEC,Ferrari,5,0,8,0.011506,0.4833,65,-0.025357,2,MEDIUM,21.2,48.1,26.9,0,31.35,6.4,0.0,balanced,0,late,1,3.0,,,0.1,0.7492063492063491,0.33777777777777773,0.8095238095238094,0.43492063492063493,0.8507936507936509,0.35,1.6111111111111112,2.7333333333333334,1.5,0.0509,,,-0.011764799999999999,0.9361111111111112,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,MAZ,Haas F1 Team,18,0,15,0.04518,0.3348,60,0.097568,3,MEDIUM,21.2,48.1,26.9,0,31.35,17.8,0.3,balanced,0,late,2,-3.0,,,0.1,0.14285714285714285,0.0,,0.16190476190476188,0.38095238095238093,0.35,-1.4305555555555556,2.1333333333333333,-1.6111111111111112,0.2709,,,-0.057488066666666664,-2.223611111111111,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,MSC,Haas F1 Team,21,1,14,0.039315,,0,,1,MEDIUM,21.2,48.1,26.9,0,31.35,16.8,0.3,balanced,0,late,0,-3.0,,,0.1,0.19047619047619044,0.0,,0.21587301587301586,0.42857142857142855,0.35,-1.5,3.1333333333333333,-1.9166666666666667,0.14,,,-0.018554333333333332,-2.548611111111111,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,NOR,McLaren,10,0,18,0.021061,0.244,64,-0.031215,2,MEDIUM,21.2,48.1,26.9,0,31.35,6.8,0.0,balanced,0,late,1,8.0,,,0.1,0.7206349206349206,0.30222222222222217,0.0,0.5206349206349207,0.7190476190476189,0.35,1.0694444444444444,3.2666666666666666,0.8888888888888888,0.0509,,,0.031393466666666675,0.32500000000000007,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,OCO,Alpine,13,0,19,0.029667,0.5639,64,-0.180101,2,SOFT,21.2,48.1,26.9,0,31.35,10.0,0.2,balanced,0,late,1,6.0,,,0.1,0.34603174603174597,0.042222222222222223,0.5238095238095238,0.5587301587301587,0.047619047619047616,0.35,-0.8888888888888888,3.7333333333333334,-1.7222222222222223,0.2455,,,-0.05029550000000001,-2.2569444444444446,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,3,0,4,0.006155,0.589,65,-0.00272,2,MEDIUM,21.2,48.1,26.9,0,31.35,5.6,0.1,balanced,0,late,1,1.0,,,0.1,0.819047619047619,0.64,0.4761904761904762,0.3809523809523809,0.5619047619047619,0.35,1.2916666666666667,7.0,2.25,0.0727,,,-0.010753000000000006,1.6861111111111113,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,RAI,Alfa Romeo Racing,8,0,10,0.022814,0.2066,64,-0.048032,2,MEDIUM,21.2,48.1,26.9,0,31.35,12.2,0.0,balanced,0,late,1,2.0,,,0.1,0.4666666666666667,0.013333333333333332,0.30158730158730157,0.4603174603174603,0.4476190476190476,0.35,1.8472222222222223,7.4,2.361111111111111,0.0,,,-0.14456406666666666,1.836111111111111,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,RIC,McLaren,12,0,7,0.011703,0.2455,64,-0.041421,3,MEDIUM,21.2,48.1,26.9,0,31.35,6.8,0.0,balanced,0,late,2,-5.0,,,0.1,0.7238095238095238,0.22111111111111112,0.4444444444444444,0.7650793650793651,0.35873015873015873,0.35,2.6666666666666665,1.1333333333333333,2.5555555555555554,0.0,,,-0.02921473333333333,2.030555555555556,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,RUS,Williams,16,0,16,0.027453,2.3054,63,-0.043436,2,MEDIUM,21.2,48.1,26.9,0,31.35,13.0,0.2,balanced,0,late,1,0.0,,,0.1,0.4285714285714286,0.005555555555555556,0.2857142857142857,0.6476190476190475,0.09523809523809523,0.35,-0.6527777777777778,4.733333333333333,-0.8888888888888888,0.1164,,,-0.08160486666666666,-1.4722222222222223,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,SAI,Ferrari,6,0,6,0.011677,3.2416,64,0.011412,2,MEDIUM,21.2,48.1,26.9,0,31.35,6.2,0.0,balanced,0,late,1,0.0,,,0.1,0.7460317460317459,0.3499999999999999,0.2857142857142857,0.7968253968253969,0.5365079365079365,0.35,1.9583333333333333,4.066666666666666,1.8333333333333333,0.0,,,-0.0188944,1.3083333333333331,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,STR,Aston Martin,14,0,20,0.065871,0.1565,61,-0.078627,3,MEDIUM,21.2,48.1,26.9,0,31.35,10.2,0.0,balanced,0,late,2,6.0,,,0.1,0.5555555555555556,0.026666666666666665,0.4761904761904761,0.30158730158730157,0.346031746031746,0.35,-0.06944444444444445,2.8666666666666667,-0.05555555555555555,0.0509,,,-0.0615352,-0.6972222222222222,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,TSU,AlphaTauri,21,1,17,0.010886,,0,,1,SOFT,21.2,48.1,26.9,0,31.35,12.2,0.4,balanced,0,late,0,-3.0,,,0.1,0.35555555555555557,0.1577777777777778,,0.4158730158730159,0.7142857142857143,0.35,-1.375,5.133333333333334,-1.6111111111111112,0.2418,,,-0.08261006666666666,-2.0972222222222223,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,VER,Red Bull Racing,1,0,3,0.004613,1.2923,65,0.003402,2,MEDIUM,21.2,48.1,26.9,0,31.35,1.4,0.1,balanced,0,late,1,2.0,,,0.1,0.8444444444444444,0.6588888888888889,0.8412698412698413,0.907936507936508,0.5968253968253968,0.35,1.1944444444444444,7.333333333333333,1.9166666666666667,0.1436,,,0.0262907,1.3916666666666668,0.5319047619047619
2021_18,2021,18,Mexico City Grand Prix,Mexico City,VET,Aston Martin,7,0,9,0.021443,0.1935,64,-0.037048,2,MEDIUM,21.2,48.1,26.9,0,31.35,13.0,0.0,balanced,0,late,1,2.0,,,0.1,0.42857142857142855,0.01666666666666667,0.9523809523809522,0.4285714285714286,0.9396825396825397,0.35,0.6527777777777778,3.066666666666667,1.4166666666666667,0.1145,,,-0.0105946,0.7555555555555554,0.5319047619047619
2021_19,2021,19,São Paulo Grand Prix,São Paulo,ALO,Alpine,9,0,12,0.017355,3.3774,60,-0.61475,4,MEDIUM,23.1,51.6,28.5,0,60.55,9.0,0.2,balanced,0,late,3,3.0,,,0.1,0.4095238095238095,0.02888888888888889,0.23809523809523808,0.6793650793650793,0.7428571428571429,0.5,0.6944444444444444,2.1333333333333333,0.027777777777777776,0.1964,,,-0.06740033333333334,-0.4680555555555556,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,BOT,Mercedes,3,0,1,0.007242,0.2274,60,-0.150427,5,MEDIUM,23.1,51.6,28.5,0,60.55,6.0,0.1,balanced,0,late,4,-2.0,,,0.1,0.6825396825396824,0.5188888888888888,0.2698412698412698,0.5238095238095238,0.7650793650793651,0.5,0.4305555555555556,5.133333333333334,-1.1666666666666667,0.0491,,,-0.02476973333333333,-1.8569444444444443,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,GAS,AlphaTauri,7,0,7,0.012409,0.1672,58,-0.461189,5,MEDIUM,23.1,51.6,28.5,0,60.55,6.6,0.4,balanced,0,late,4,0.0,,,0.1,0.49523809523809526,0.13333333333333333,0.7777777777777777,0.638095238095238,0.5777777777777777,0.5,-1.6481481481481481,1.2,-1.7777777777777777,0.3,,,-0.08300546666666667,-2.1569444444444446,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,GIO,Alfa Romeo Racing,14,0,13,0.020726,0.5998,59,-0.439858,5,MEDIUM,23.1,51.6,28.5,0,60.55,12.4,0.0,balanced,0,late,4,-1.0,,,0.1,0.48571428571428577,0.044444444444444446,0.8095238095238095,0.3714285714285714,0.5095238095238095,0.5,1.8055555555555556,3.533333333333333,2.1944444444444446,0.0,,,-0.07155413333333334,1.7083333333333333,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,HAM,Mercedes,1,0,10,0.0,0.3059,58,-0.471634,5,MEDIUM,23.1,51.6,28.5,0,60.55,2.4,0.1,balanced,0,late,4,9.0,,,0.1,0.8666666666666667,0.5255555555555556,0.8095238095238096,0.9428571428571428,0.7238095238095237,0.5,0.013888888888888888,1.2666666666666666,-1.8611111111111112,0.0818,,,-0.016127333333333334,-2.716666666666667,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,LAT,Williams,16,0,16,0.028896,0.1631,60,-0.761872,5,MEDIUM,23.1,51.6,28.5,0,60.55,15.8,0.1,balanced,0,late,4,0.0,,,0.1,0.2698412698412698,0.0022222222222222222,,0.3936507936507937,0.2857142857142857,0.5,-0.5694444444444444,3.2666666666666666,-0.7222222222222222,0.1055,,,-0.01659393333333334,-1.2666666666666666,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,LEC,Ferrari,5,0,6,0.013616,0.4618,59,-0.27663,5,MEDIUM,23.1,51.6,28.5,0,60.55,6.4,0.0,balanced,0,late,4,1.0,,,0.1,0.7714285714285715,0.3466666666666667,0.3650793650793651,0.43492063492063493,0.8507936507936509,0.5,1.5833333333333333,2.7333333333333334,1.4444444444444444,0.0382,,,-0.014411066666666668,0.9583333333333331,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,MAZ,Haas F1 Team,17,0,19,0.039082,1.4878,59,-0.705292,4,MEDIUM,23.1,51.6,28.5,0,60.55,18.0,0.3,balanced,0,late,3,2.0,,,0.1,0.1714285714285714,0.0,,0.16190476190476188,0.38095238095238093,0.5,-1.8888888888888888,2.1333333333333333,-2.2222222222222223,0.26,,,-0.002811666666666668,-2.7277777777777783,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,MSC,Haas F1 Team,18,0,18,0.029794,0.3056,58,-0.414862,6,MEDIUM,23.1,51.6,28.5,0,60.55,16.8,0.3,balanced,0,late,5,0.0,,,0.1,0.12698412698412698,0.0,,0.21587301587301586,0.42857142857142855,0.5,-1.2962962962962965,3.1333333333333333,-1.25,0.2818,,,-0.0145399,-1.8722222222222225,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,NOR,McLaren,10,0,5,0.015397,0.6833,57,-0.037029,6,MEDIUM,23.1,51.6,28.5,0,60.55,6.8,0.0,balanced,0,late,5,-5.0,,,0.1,0.6698412698412698,0.15000000000000002,0.6666666666666666,0.5206349206349207,0.7190476190476189,0.5,1.7361111111111112,3.2666666666666666,1.1388888888888888,0.0382,,,0.016237133333333337,0.5750000000000002,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,OCO,Alpine,8,0,8,0.018474,0.4833,61,-0.609915,4,MEDIUM,23.1,51.6,28.5,0,60.55,11.2,0.2,balanced,0,late,3,0.0,,,0.1,0.34603174603174597,0.03444444444444445,0.3333333333333333,0.5587301587301587,0.047619047619047616,0.5,1.0555555555555556,3.7333333333333334,1.0,0.1982,,,-0.023246799999999998,0.3875000000000003,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,PER,Red Bull Racing,4,0,4,0.008081,0.9567,56,-0.246027,6,MEDIUM,23.1,51.6,28.5,0,60.55,4.6,0.1,balanced,0,late,5,0.0,,,0.1,0.8603174603174604,0.7611111111111111,0.6031746031746031,0.3809523809523809,0.5619047619047619,0.5,1.375,7.0,1.8611111111111112,0.0491,,,-0.0036788666666666674,1.375,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,RAI,Alfa Romeo Racing,12,0,0,0.023096,0.3268,57,0.14338,5,MEDIUM,23.1,51.6,28.5,0,60.55,11.8,0.0,balanced,0,late,4,-12.0,,,0.1,0.5333333333333333,0.035555555555555556,0.873015873015873,0.4603174603174603,0.4476190476190476,0.5,1.2916666666666667,7.4,1.3888888888888888,0.0,,,-0.10905539999999998,0.7083333333333335,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,RIC,McLaren,21,1,11,0.016266,0.5562,39,-0.628126,4,MEDIUM,23.1,51.6,28.5,0,60.55,7.0,0.0,balanced,0,late,3,-3.0,,,0.1,0.6412698412698412,0.11555555555555556,0.7936507936507936,0.7650793650793651,0.35873015873015873,0.5,1.2361111111111112,1.1333333333333333,-0.1111111111111111,0.0,,,-0.03181833333333333,-0.9375,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,RUS,Williams,13,0,17,0.02972,0.5722,60,-0.722945,5,MEDIUM,23.1,51.6,28.5,0,60.55,12.8,0.1,balanced,0,late,4,4.0,,,0.1,0.3809523809523809,0.0011111111111111111,0.47619047619047616,0.6476190476190475,0.09523809523809523,0.5,-0.3472222222222222,4.733333333333333,-0.4166666666666667,0.0745,,,-0.0686454,-1.1555555555555557,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,SAI,Ferrari,6,0,3,0.01313,0.2419,59,-0.371196,5,MEDIUM,23.1,51.6,28.5,0,60.55,6.0,0.0,balanced,0,late,4,-3.0,,,0.1,0.7492063492063491,0.3611111111111111,0.7619047619047619,0.7968253968253969,0.5365079365079365,0.5,1.2638888888888888,4.066666666666666,1.2777777777777777,0.0,,,-0.0036344000000000025,0.5972222222222222,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,STR,Aston Martin,21,1,14,0.025451,0.6919,36,-0.626475,4,MEDIUM,23.1,51.6,28.5,0,60.55,10.6,0.0,balanced,0,late,3,-3.0,,,0.1,0.49523809523809526,0.06666666666666668,0.15873015873015872,0.30158730158730157,0.346031746031746,0.5,1.125,2.8666666666666667,1.8888888888888888,0.0382,,,-0.06723246666666667,1.2958333333333334,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,TSU,AlphaTauri,15,0,15,0.020844,0.4377,58,-0.027576,6,SOFT,23.1,51.6,28.5,0,60.55,12.2,0.3,balanced,0,late,5,0.0,,,0.1,0.273015873015873,0.16222222222222218,,0.4158730158730159,0.7142857142857143,0.5,-1.2546296296296295,5.133333333333334,-1.2777777777777777,0.3545,,,-0.058209500000000004,-1.8611111111111112,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,VER,Red Bull Racing,2,0,2,0.006447,0.3989,58,-0.155024,5,MEDIUM,23.1,51.6,28.5,0,60.55,1.4,0.1,balanced,0,late,4,0.0,,,0.1,0.9174603174603174,0.72,0.9841269841269842,0.907936507936508,0.5968253968253968,0.5,0.9722222222222222,7.333333333333333,1.2222222222222223,0.1073,,,0.01867,0.46388888888888885,0.5334920634920635
2021_19,2021,19,São Paulo Grand Prix,São Paulo,VET,Aston Martin,11,0,9,0.021565,0.1314,58,-0.393245,5,MEDIUM,23.1,51.6,28.5,0,60.55,11.8,0.0,balanced,0,late,4,-2.0,,,0.1,0.5238095238095238,0.05666666666666667,0.41269841269841273,0.4285714285714286,0.9396825396825397,0.5,0.8611111111111112,3.066666666666667,1.1666666666666667,0.1309,,,-0.018733666666666662,0.47638888888888886,0.5334920634920635
